date,description,category,type,amount
2025-04-08,Bayar kursus online,Education,expense,892773
2025-03-16,Komisi reseller,Business,income,4727787
2025-01-06,Potongan layanan e-wallet,Other Expense,expense,184777
2025-09-26,Tiket KRL Bekasi-Jakarta,Transportation,expense,47074
2025-09-22,Les bahasa Inggris,Education,expense,3387981
2025-10-19,Belanja bulanan di Superindo,Shopping,expense,760674
2025-05-02,Konsultasi dokter umum,Health & Medical,expense,1399503
2025-09-30,Beli buku pelajaran,Education,expense,4515707
2025-07-09,Bayar tol,Transportation,expense,104851
2025-03-29,Kopi di Starbucks,Food & Dining,expense,114509
2025-06-27,Langganan Spotify,Entertainment,expense,221332
2025-01-09,Beli tiket bioskop XXI,Entertainment,expense,100913
2025-07-08,Beli obat di apotek,Health & Medical,expense,1666641
2024-11-10,Pemasukan usaha kecil,Business,income,6149968
2025-08-23,Hadiah ulang tahun untuk teman,Gift & Donation,expense,405019
2025-01-22,Beli sepatu di Tokopedia,Shopping,expense,1438643
2024-11-13,Biaya transfer antar bank,Other Expense,expense,225408
2025-06-06,Beli buku pelajaran,Education,expense,2490148
2025-02-18,Biaya transfer antar bank,Other Expense,expense,289975
2025-06-19,Langganan Spotify,Entertainment,expense,967885
2025-10-04,Langganan Spotify,Entertainment,expense,618128
2025-03-15,Pendapatan proyek freelance,Salary,income,18054755
2025-07-19,Bayar iuran keamanan,Bills & Utilities,expense,977995
2025-08-27,Beli sepatu di Tokopedia,Shopping,expense,1210971
2025-09-15,Beli obat di apotek,Health & Medical,expense,1057871
2024-12-13,Bayar uang sekolah anak,Education,expense,4427761
2024-12-03,Parkir di Mall,Transportation,expense,210046
2025-06-09,Pesan gadget di Shopee,Shopping,expense,4356314
2024-12-07,Beli jam tangan Casio,Shopping,expense,1912589
2024-11-04,Tunjangan transportasi,Salary,income,11960815
2025-07-06,Dinner di restoran Jepang,Food & Dining,expense,216063
2024-12-02,Beli game di Steam,Entertainment,expense,413124
2025-04-03,Langganan Netflix,Entertainment,expense,996041
2025-01-04,Parkir di Mall,Transportation,expense,46070
2025-06-20,Kopi di Starbucks,Food & Dining,expense,92767
2025-06-08,Biaya transfer antar bank,Other Expense,expense,332619
2024-10-31,Makan siang di warung padang,Food & Dining,expense,154177
2025-07-29,Beli tiket bioskop XXI,Entertainment,expense,782560
2025-05-26,Zakat bulanan,Gift & Donation,expense,126587
2025-03-25,Cek kesehatan di RS Hermina,Health & Medical,expense,305534
2025-05-24,Pesan GoFood,Food & Dining,expense,259659
2025-07-04,Naik Gojek ke kantor,Transportation,expense,166431
2025-09-10,Pendapatan toko online,Business,income,9146569
2025-01-03,Hadiah ulang tahun untuk teman,Gift & Donation,expense,315420
2025-09-01,Bayar tagihan listrik PLN,Bills & Utilities,expense,839908
2025-05-23,Nonton konser musik,Entertainment,expense,216412
2025-07-17,Cashback e-wallet,Other Income,income,199060
2025-07-27,Tiket KRL Bekasi-Jakarta,Transportation,expense,142992
2024-11-01,Pemasukan usaha kecil,Business,income,7050726
2025-09-12,Gaji bulanan PT Astra,Salary,income,11490791
2024-10-30,Les bahasa Inggris,Education,expense,3095520
2025-02-22,Parkir di Mall,Transportation,expense,202136
2025-08-15,Cashback e-wallet,Other Income,income,395449
2024-11-13,Beli buku pelajaran,Education,expense,3055298
2025-09-16,Hasil penjualan produk,Business,income,3437508
2025-10-13,Refund pembelian,Other Income,income,260888
2024-12-30,Bunga tabungan bank,Other Income,income,43082
2024-11-09,Biaya transfer antar bank,Other Expense,expense,163848
2025-02-01,Langganan Netflix,Entertainment,expense,948818
2025-03-29,Kopi di Starbucks,Food & Dining,expense,290209
2025-06-21,Bayar iuran keamanan,Bills & Utilities,expense,631237
2025-03-17,Pesan GoFood,Food & Dining,expense,207157
2025-03-10,Kopi di Starbucks,Food & Dining,expense,85260
2025-05-14,Langganan platform e-learning,Education,expense,3788778
2025-01-25,Langganan internet Indihome,Bills & Utilities,expense,1140613
2025-04-28,Biaya transfer antar bank,Other Expense,expense,494604
2024-12-03,Hasil penjualan produk,Business,income,7621922
2025-08-26,Bayar tol,Transportation,expense,225571
2025-03-21,Belanja bulanan di Superindo,Shopping,expense,2744516
2025-04-07,Naik Gojek ke kantor,Transportation,expense,183256
2025-06-07,Tes darah di klinik,Health & Medical,expense,1313789
2025-01-15,Biaya transfer antar bank,Other Expense,expense,371635
2025-06-07,Tunjangan transportasi,Salary,income,5710601
2025-09-01,Denda keterlambatan,Other Expense,expense,238034
2024-11-29,Beli obat di apotek,Health & Medical,expense,1457574
2025-04-26,Refund pembelian,Other Income,income,279004
2024-11-06,Penarikan tunai ATM,Other Expense,expense,84857
2024-11-08,Beli bunga untuk keluarga,Gift & Donation,expense,142361
2025-09-17,Isi bensin di SPBU Pertamina,Transportation,expense,106030
2025-08-08,Langganan platform e-learning,Education,expense,371667
2025-10-04,Hadiah ulang tahun untuk teman,Gift & Donation,expense,481778
2025-06-06,Les bahasa Inggris,Education,expense,744961
2025-07-20,Hadiah ulang tahun untuk teman,Gift & Donation,expense,394774
2025-09-19,Langganan internet Indihome,Bills & Utilities,expense,684454
2024-11-04,Langganan Netflix,Entertainment,expense,791411
2025-07-14,Beli jam tangan Casio,Shopping,expense,3296285
2025-03-05,Pendapatan toko online,Business,income,4866937
2025-02-08,Biaya transfer antar bank,Other Expense,expense,330799
2025-02-01,Beli vitamin di Guardian,Health & Medical,expense,307189
2025-06-10,Belanja pakaian di Uniqlo,Shopping,expense,1498346
2024-12-05,Biaya transfer antar bank,Other Expense,expense,434942
2025-09-28,Penjualan barang bekas,Other Income,income,192150
2025-07-30,Biaya administrasi bank,Other Expense,expense,294253
2025-01-10,Tes darah di klinik,Health & Medical,expense,1542771
2025-04-25,Penarikan tunai ATM,Other Expense,expense,276734
2025-02-01,Langganan Netflix,Entertainment,expense,850541
2025-07-01,Beli sepatu di Tokopedia,Shopping,expense,270486
2025-08-11,Bayar uang sekolah anak,Education,expense,3194651
2024-12-27,Gaji lembur,Salary,income,15266789
2025-03-29,Naik Gojek ke kantor,Transportation,expense,114375
2025-07-18,Biaya transfer antar bank,Other Expense,expense,225374
2024-11-28,Bayar iuran keamanan,Bills & Utilities,expense,362829
2025-06-09,Bayar kursus online,Education,expense,4007692
2025-04-16,Pendapatan tambahan,Other Income,income,77284
2025-01-23,Pemasukan usaha kecil,Business,income,2664813
2024-11-19,Bayar iuran keamanan,Bills & Utilities,expense,1843552
2025-01-08,Tiket KRL Bekasi-Jakarta,Transportation,expense,89724
2025-04-05,Beli sepatu di Tokopedia,Shopping,expense,1941381
2025-03-16,Bayar uang sekolah anak,Education,expense,761524
2025-09-12,Cek kesehatan di RS Hermina,Health & Medical,expense,1205198
2025-09-07,Cek kesehatan di RS Hermina,Health & Medical,expense,685069
2024-12-08,Zakat bulanan,Gift & Donation,expense,536986
2025-08-21,Bunga tabungan bank,Other Income,income,314425
2025-09-24,Beli sepatu di Tokopedia,Shopping,expense,2882158
2024-11-05,Sumbangan ke panti asuhan,Gift & Donation,expense,95168
2025-03-06,Beli makanan di Indomaret,Food & Dining,expense,130524
2025-09-03,Beli bunga untuk keluarga,Gift & Donation,expense,680030
2025-09-08,Dinner di restoran Jepang,Food & Dining,expense,171871
2025-06-26,Penjualan barang bekas,Other Income,income,138386
2025-03-23,Refund pembelian,Other Income,income,247787
2025-01-10,Naik Gojek ke kantor,Transportation,expense,125239
2025-06-16,Top up pulsa Telkomsel,Bills & Utilities,expense,527867
2025-01-03,Bayar uang sekolah anak,Education,expense,2722132
2025-04-16,Denda keterlambatan,Other Expense,expense,219042
2025-07-12,Pesan gadget di Shopee,Shopping,expense,4761471
2025-02-22,Parkir di Mall,Transportation,expense,132282
2025-06-09,Parkir di Mall,Transportation,expense,74990
2024-11-16,Belanja pakaian di Uniqlo,Shopping,expense,2484474
2025-05-24,Bayar iuran keamanan,Bills & Utilities,expense,620660
2025-08-13,Pesan gadget di Shopee,Shopping,expense,2673242
2025-07-04,Beli tiket bioskop XXI,Entertainment,expense,559728
2025-03-28,Pendapatan proyek freelance,Salary,income,13344488
2025-05-11,Makan siang di warung padang,Food & Dining,expense,284998
2025-02-09,Bonus tahunan,Salary,income,14786890
2024-11-16,Bayar kursus online,Education,expense,2460188
2025-09-21,Gaji lembur,Salary,income,16283023
2025-07-23,Tunjangan transportasi,Salary,income,5137194
2024-12-29,Bayar tol,Transportation,expense,241330
2025-05-16,Tes darah di klinik,Health & Medical,expense,817426
2024-11-17,Dinner di restoran Jepang,Food & Dining,expense,122055
2025-03-18,Bayar uang sekolah anak,Education,expense,716829
2025-06-09,Bayar iuran keamanan,Bills & Utilities,expense,1703071
2025-09-06,Hasil penjualan produk,Business,income,2493318
2025-05-11,Belanja pakaian di Uniqlo,Shopping,expense,3180614
2025-04-27,Bayar uang sekolah anak,Education,expense,1310202
2025-07-09,Nonton konser musik,Entertainment,expense,440884
2024-11-14,Pendapatan toko online,Business,income,1152868
2025-06-21,Pesan gadget di Shopee,Shopping,expense,4406478
2025-08-28,Bonus tahunan,Salary,income,19984263
2025-04-07,Pembayaran dari klien,Business,income,5844047
2025-09-02,Beli jam tangan Casio,Shopping,expense,2560159
2025-07-08,Donasi ke masjid,Gift & Donation,expense,878524
2025-06-29,Pemasukan usaha kecil,Business,income,9944301
2024-10-30,Beli vitamin di Guardian,Health & Medical,expense,822502
2025-05-23,Bayar kursus online,Education,expense,4996448
2025-08-23,Beli obat di apotek,Health & Medical,expense,1045287
2025-08-13,Konsultasi dokter umum,Health & Medical,expense,527192
2025-08-16,Biaya administrasi bank,Other Expense,expense,261893
2025-09-09,Belanja bulanan di Superindo,Shopping,expense,3239267
2024-11-07,Beli sepatu di Tokopedia,Shopping,expense,4853067
2025-01-27,Biaya administrasi bank,Other Expense,expense,19928
2025-05-24,Tunjangan transportasi,Salary,income,7540594
2025-05-20,Bayar air PDAM,Bills & Utilities,expense,1152391
2024-11-22,Beli bunga untuk keluarga,Gift & Donation,expense,750058
2025-02-05,Belanja bulanan di Superindo,Shopping,expense,4755059
2025-07-18,Langganan platform e-learning,Education,expense,3261035
2025-06-14,Beli buku pelajaran,Education,expense,4572193
2025-04-21,Bayar uang sekolah anak,Education,expense,2317630
2025-01-28,Beli bunga untuk keluarga,Gift & Donation,expense,268494
2025-03-23,Konsultasi dokter umum,Health & Medical,expense,521580
2025-10-17,Tes darah di klinik,Health & Medical,expense,484693
2025-04-02,Biaya transfer antar bank,Other Expense,expense,261555
2025-03-11,Bayar uang sekolah anak,Education,expense,2514152
2025-10-03,Tiket KRL Bekasi-Jakarta,Transportation,expense,152394
2025-04-16,Top up pulsa Telkomsel,Bills & Utilities,expense,1721233
2024-11-12,Pesan gadget di Shopee,Shopping,expense,2462818
2025-04-17,Biaya administrasi bank,Other Expense,expense,494447
2025-06-24,Tunjangan transportasi,Salary,income,8590102
2025-03-09,Nonton konser musik,Entertainment,expense,998346
2024-12-31,Hasil penjualan produk,Business,income,2332517
2025-02-21,Zakat bulanan,Gift & Donation,expense,264235
2025-02-14,Beli makanan di Indomaret,Food & Dining,expense,142073
2025-05-21,Makan siang di warung padang,Food & Dining,expense,193168
2024-12-12,Biaya transfer antar bank,Other Expense,expense,367140
2025-07-30,Belanja pakaian di Uniqlo,Shopping,expense,1374905
2025-06-23,Top up pulsa Telkomsel,Bills & Utilities,expense,1464278
2025-04-04,Langganan Spotify,Entertainment,expense,319279
2024-12-06,Cashback e-wallet,Other Income,income,351992
2025-07-22,Hadiah ulang tahun untuk teman,Gift & Donation,expense,784568
2025-01-19,Biaya administrasi bank,Other Expense,expense,229092
2025-05-13,Belanja pakaian di Uniqlo,Shopping,expense,4205581
2024-11-10,Pesan gadget di Shopee,Shopping,expense,127738
2025-08-26,Konsultasi dokter umum,Health & Medical,expense,275025
2025-06-11,Les bahasa Inggris,Education,expense,4657534
2024-12-29,Komisi reseller,Business,income,8959284
2025-01-28,Tunjangan transportasi,Salary,income,18569645
2025-01-13,Parkir di Mall,Transportation,expense,201658
2025-01-25,Tunjangan transportasi,Salary,income,5236293
2025-03-22,Denda keterlambatan,Other Expense,expense,307680
2025-01-19,Bunga tabungan bank,Other Income,income,330316
2025-05-28,Refund pembelian,Other Income,income,280155
2025-05-15,Bayar kursus online,Education,expense,900148
2025-06-23,Beli sepatu di Tokopedia,Shopping,expense,2764567
2025-03-04,Langganan Netflix,Entertainment,expense,422206
2025-03-07,Beli game di Steam,Entertainment,expense,365637
2025-08-11,Konsultasi dokter umum,Health & Medical,expense,73982
2025-10-11,Tes darah di klinik,Health & Medical,expense,545562
2025-06-17,Makan siang di warung padang,Food & Dining,expense,180854
2025-10-08,Beli jam tangan Casio,Shopping,expense,4265447
2025-10-10,Denda keterlambatan,Other Expense,expense,71559
2025-04-28,Penjualan barang bekas,Other Income,income,332240
2024-12-29,Beli tiket bioskop XXI,Entertainment,expense,521410
2025-08-28,Beli jam tangan Casio,Shopping,expense,3184192
2025-06-20,Bayar iuran keamanan,Bills & Utilities,expense,1688279
2025-02-25,Pembayaran dari klien,Business,income,1873555
2025-07-19,Komisi reseller,Business,income,6569742
2024-12-18,Tiket KRL Bekasi-Jakarta,Transportation,expense,26189
2025-02-02,Pemasukan usaha kecil,Business,income,9503663
2025-04-07,Beli sepatu di Tokopedia,Shopping,expense,4414941
2025-10-05,Gaji bulanan PT Astra,Salary,income,8446065
2025-06-29,Potongan layanan e-wallet,Other Expense,expense,57679
2024-11-19,Komisi reseller,Business,income,8107331
2025-05-22,Belanja bulanan di Superindo,Shopping,expense,3881903
2025-08-04,Sumbangan ke panti asuhan,Gift & Donation,expense,494838
2024-11-02,Penjualan barang bekas,Other Income,income,217591
2025-02-10,Beli obat di apotek,Health & Medical,expense,1262806
2025-05-26,Naik Gojek ke kantor,Transportation,expense,100316
2025-07-26,Biaya administrasi bank,Other Expense,expense,41591
2024-11-07,Bayar tol,Transportation,expense,85259
2024-12-30,Bayar air PDAM,Bills & Utilities,expense,1706057
2025-05-01,Refund pembelian,Other Income,income,477315
2025-05-03,Top up pulsa Telkomsel,Bills & Utilities,expense,887785
2024-12-29,Tiket KRL Bekasi-Jakarta,Transportation,expense,181320
2025-01-21,Bayar kursus online,Education,expense,4606850
2024-12-26,Bayar iuran keamanan,Bills & Utilities,expense,1626429
2024-11-02,Langganan Netflix,Entertainment,expense,332856
2025-05-27,Gaji lembur,Salary,income,13924365
2025-02-25,Bayar air PDAM,Bills & Utilities,expense,1066001
2025-03-12,Beli buku pelajaran,Education,expense,1681088
2024-11-07,Biaya administrasi bank,Other Expense,expense,434399
2025-09-01,Refund pembelian,Other Income,income,411632
2025-02-04,Pesan GoFood,Food & Dining,expense,55279
2024-11-08,Tiket KRL Bekasi-Jakarta,Transportation,expense,127031
2025-02-24,Sumbangan ke panti asuhan,Gift & Donation,expense,786513
2025-06-03,Dinner di restoran Jepang,Food & Dining,expense,142861
2024-11-19,Pembayaran dari klien,Business,income,2851084
2025-02-18,Hasil penjualan produk,Business,income,5850316
2025-10-01,Zakat bulanan,Gift & Donation,expense,868136
2025-03-25,Beli buku pelajaran,Education,expense,1301755
2025-02-12,Pendapatan tambahan,Other Income,income,226824
2024-11-22,Tes darah di klinik,Health & Medical,expense,1217522
2025-09-07,Hadiah ulang tahun untuk teman,Gift & Donation,expense,721721
2025-07-02,Bayar iuran keamanan,Bills & Utilities,expense,198323
2025-07-17,Langganan platform e-learning,Education,expense,2773738
2025-05-19,Biaya transfer antar bank,Other Expense,expense,88233
2025-01-24,Beli vitamin di Guardian,Health & Medical,expense,1632125
2025-02-22,Komisi reseller,Business,income,4280654
2025-06-16,Cek kesehatan di RS Hermina,Health & Medical,expense,1968351
2025-05-21,Beli makanan di Indomaret,Food & Dining,expense,238370
2024-12-29,Pemasukan usaha kecil,Business,income,7016590
2025-02-03,Langganan Spotify,Entertainment,expense,366305
2025-06-09,Cashback e-wallet,Other Income,income,454141
2025-07-23,Bayar kursus online,Education,expense,1697875
2025-05-03,Kopi di Starbucks,Food & Dining,expense,40734
2025-08-18,Isi bensin di SPBU Pertamina,Transportation,expense,199872
2025-02-10,Pendapatan tambahan,Other Income,income,261340
2025-03-26,Langganan Spotify,Entertainment,expense,973149
2025-01-27,Pesan GoFood,Food & Dining,expense,81507
2025-02-23,Biaya transfer antar bank,Other Expense,expense,374708
2025-05-13,Hadiah ulang tahun untuk teman,Gift & Donation,expense,969579
2025-04-04,Nonton konser musik,Entertainment,expense,833185
2025-06-17,Beli vitamin di Guardian,Health & Medical,expense,1169145
2025-03-28,Penjualan barang bekas,Other Income,income,147133
2025-07-03,Bayar uang sekolah anak,Education,expense,4009125
2025-04-03,Bayar tol,Transportation,expense,249686
2025-03-31,Langganan Spotify,Entertainment,expense,454037
2025-02-12,Beli makanan di Indomaret,Food & Dining,expense,96505
2025-08-01,Kopi di Starbucks,Food & Dining,expense,238931
