date,description,category,type,amount
2025-04-12,Komisi tambahan,Salary,income,10177634
2024-10-22,Gaji bulanan dari perusahaan,Salary,income,14880137
2025-05-11,Makan malam di Solaria,Food & Dining,expense,152948
2025-03-26,Langganan Disney+,Entertainment,expense,779975
2025-08-15,Naik Transjakarta,Transportation,expense,23524
2025-08-10,Parkir di kantor,Transportation,expense,98943
2025-01-22,Hadiah ulang tahun untuk teman,Gift & Donation,expense,248513
2025-01-18,Potongan layanan e-wallet,Other Expense,expense,119949
2024-11-14,Ngopi bareng teman di KFC,Food & Dining,expense,21668
2025-05-30,Bayar kursus Python online,Education,expense,3853918
2025-01-28,Konsultasi dokter gigi,Health & Medical,expense,1174921
2025-02-25,Nonton konser K-pop,Entertainment,expense,797986
2025-09-28,Donasi ke gereja,Gift & Donation,expense,255149
2024-11-18,Parkir di kantor,Transportation,expense,10463
2024-11-29,Biaya admin bank,Other Expense,expense,329264
2024-11-15,Pendapatan tambahan kecil,Other Income,income,490822
2025-01-23,Penjualan barang bekas,Other Income,income,127280
2024-12-05,Pemasukan dari usaha laundry,Business,income,4691215
2025-08-15,Langganan Skillshare,Education,expense,3520312
2025-05-16,Beli sepatu di Shopee,Shopping,expense,1753893
2025-05-06,Tunjangan makan bulanan,Salary,income,12665381
2025-06-30,Konsultasi dokter gigi,Health & Medical,expense,1838481
2025-07-15,Beli bunga untuk ibu,Gift & Donation,expense,240684
2025-10-14,Potongan layanan e-wallet,Other Expense,expense,345757
2025-04-30,Pembayaran dari klien,Business,income,4119100
2025-05-24,Beli bunga untuk ibu,Gift & Donation,expense,919927
2025-06-04,Refund tiket pesawat,Other Income,income,283590
2025-03-27,Konsultasi dokter gigi,Health & Medical,expense,801008
2025-01-19,Langganan Disney+,Entertainment,expense,321774
2024-11-16,Parkir di kantor,Transportation,expense,87533
2025-01-29,Bayar iuran RT,Bills & Utilities,expense,1706057
2025-05-15,Gaji bulanan dari perusahaan,Salary,income,7954752
2025-06-15,Bayar tagihan listrik,Bills & Utilities,expense,1345848
2024-11-18,Bonus proyek akhir tahun,Salary,income,5459407
2025-08-16,Komisi reseller,Business,income,9617160
2025-02-10,Pendapatan tambahan kecil,Other Income,income,28079
2025-04-01,Isi bensin Pertalite,Transportation,expense,138978
2025-08-21,Pembayaran dari klien,Business,income,5656446
2025-10-16,Langganan Disney+,Entertainment,expense,367959
2024-12-22,Zakat bulanan,Gift & Donation,expense,112325
2025-01-18,Bayar tol Cikampek,Transportation,expense,241791
2025-01-28,Beli game di Steam,Entertainment,expense,709157
2025-01-04,Cashback ShopeePay,Other Income,income,300631
2025-02-09,Pemasukan dari usaha laundry,Business,income,6285488
2025-01-24,Beli sepatu di Shopee,Shopping,expense,266318
2025-03-06,Les privat matematika,Education,expense,1063647
2025-07-20,Naik Transjakarta,Transportation,expense,105447
2025-05-17,Refund tiket pesawat,Other Income,income,488589
2025-04-05,Bunga deposito bank,Other Income,income,161464
2025-07-21,Langganan internet Biznet,Bills & Utilities,expense,281360
2025-09-16,Zakat bulanan,Gift & Donation,expense,108965
2024-10-22,Bayar SPP anak,Education,expense,4286957
2025-04-21,Pendapatan toko online,Business,income,2827353
2025-06-17,Beli skincare di Watsons,Shopping,expense,2971857
2025-01-24,Bayar tol Cikampek,Transportation,expense,135992
2025-04-04,Pendapatan dari freelance,Salary,income,12563974
2025-01-26,Zakat bulanan,Gift & Donation,expense,625684
2024-12-21,Tunjangan makan bulanan,Salary,income,19407790
2025-09-25,Naik taksi Blue Bird,Transportation,expense,50559
2025-01-16,Tunjangan makan bulanan,Salary,income,18398031
2025-05-08,Komisi tambahan,Salary,income,6967788
2025-03-29,Ngopi bareng teman di KFC,Food & Dining,expense,41557
2025-08-14,Sarapan di Warung Nasi Uduk,Food & Dining,expense,23486
2025-05-02,Pesan makanan lewat GrabFood,Food & Dining,expense,182284
2025-09-23,Donasi ke gereja,Gift & Donation,expense,412641
2025-09-10,Naik taksi Blue Bird,Transportation,expense,48093
2025-05-29,Gaji bulanan dari perusahaan,Salary,income,12588028
2025-09-30,Beli tiket bioskop XXI,Entertainment,expense,83034
2025-03-04,Gaji bulanan dari perusahaan,Salary,income,5637614
2025-05-11,Isi bensin Pertalite,Transportation,expense,55836
2025-08-11,Pesan makanan lewat GrabFood,Food & Dining,expense,54429
2025-10-11,Beli buku pelajaran,Education,expense,1996916
2025-09-25,Refund tiket pesawat,Other Income,income,278112
2025-08-18,Biaya transfer antar bank,Other Expense,expense,73333
2025-10-20,Penjualan produk handmade,Business,income,783380
2025-09-29,Makan malam di Solaria,Food & Dining,expense,92430
2025-10-10,Bayar SPP anak,Education,expense,161409
2025-08-18,Pendapatan dari freelance,Salary,income,16364760
2025-06-12,Pembayaran dari klien,Business,income,2129291
2025-05-10,Isi bensin Pertalite,Transportation,expense,80584
2025-06-14,Belanja baju di Zara,Shopping,expense,3336041
2025-04-06,Langganan Disney+,Entertainment,expense,48474
2025-02-26,Beli sepatu di Shopee,Shopping,expense,4833461
2024-11-20,Potongan layanan e-wallet,Other Expense,expense,39985
2025-10-13,Beli bunga untuk ibu,Gift & Donation,expense,130480
2025-03-31,Pemasukan dari usaha laundry,Business,income,668420
2025-05-01,Beli kopi di Janji Jiwa,Food & Dining,expense,178258
2025-05-01,Beli obat flu di apotek,Health & Medical,expense,198127
2025-10-11,Naik Transjakarta,Transportation,expense,182193
2025-02-01,Langganan internet Biznet,Bills & Utilities,expense,1531733
2025-03-14,Pembayaran dari klien,Business,income,8631581
2024-10-29,Penarikan tunai ATM,Other Expense,expense,77559
2025-05-22,Pembayaran dari klien,Business,income,5582104
2024-11-04,Biaya transfer antar bank,Other Expense,expense,216491
2025-07-23,Pembayaran dari klien,Business,income,6819299
2025-01-26,Top up pulsa XL,Bills & Utilities,expense,340624
2025-06-01,Beli sepatu di Shopee,Shopping,expense,4474341
2025-08-10,Bayar iuran RT,Bills & Utilities,expense,1540251
2025-04-19,Naik Transjakarta,Transportation,expense,115325
2025-03-19,Sarapan di Warung Nasi Uduk,Food & Dining,expense,139456
2025-08-25,Denda keterlambatan kartu kredit,Other Expense,expense,216342
2025-06-24,Beli bunga untuk ibu,Gift & Donation,expense,979186
2024-10-31,Komisi reseller,Business,income,8968390
2025-02-05,Penjualan produk handmade,Business,income,1184740
2024-11-08,Naik Transjakarta,Transportation,expense,143028
2025-04-02,Bayar kursus Python online,Education,expense,1830610
2025-01-27,Beli vitamin C di Guardian,Health & Medical,expense,1007383
2025-09-19,Langganan Netflix Premium,Entertainment,expense,797769
2024-12-09,Beli skincare di Watsons,Shopping,expense,1624656
2025-02-23,Tunjangan makan bulanan,Salary,income,15776648
2025-07-05,Langganan internet Biznet,Bills & Utilities,expense,974493
2024-12-29,Beli tiket bioskop XXI,Entertainment,expense,849449
2025-06-29,Makan malam di Solaria,Food & Dining,expense,154106
2025-02-22,Naik taksi Blue Bird,Transportation,expense,184559
2025-07-30,Cek kesehatan rutin,Health & Medical,expense,1772191
2025-05-13,Denda keterlambatan kartu kredit,Other Expense,expense,139033
2025-06-14,Biaya admin bank,Other Expense,expense,454766
2025-06-16,Beli game di Steam,Entertainment,expense,171351
2025-10-22,Naik Transjakarta,Transportation,expense,206163
2024-11-26,Komisi reseller,Business,income,6799405
2025-04-30,Beli game di Steam,Entertainment,expense,393636
2024-12-05,Gaji bulanan dari perusahaan,Salary,income,19402578
2025-04-05,Beli sepatu di Shopee,Shopping,expense,240938
2025-06-07,Potongan layanan e-wallet,Other Expense,expense,189375
2025-02-26,Nonton konser K-pop,Entertainment,expense,481298
2024-12-17,Top up pulsa XL,Bills & Utilities,expense,677225
2024-12-28,Pendapatan toko online,Business,income,1735554
2025-01-02,Naik taksi Blue Bird,Transportation,expense,94800
2025-08-31,Biaya transfer antar bank,Other Expense,expense,407398
2024-11-22,Refund tiket pesawat,Other Income,income,190178
2025-07-13,Naik Transjakarta,Transportation,expense,73554
2024-11-12,Langganan Netflix Premium,Entertainment,expense,301551
2025-09-26,Komisi tambahan,Salary,income,11903070
2025-09-21,Beli skincare di Watsons,Shopping,expense,3997617
2025-03-25,Hadiah ulang tahun untuk teman,Gift & Donation,expense,742893
2024-11-28,Refund tiket pesawat,Other Income,income,38021
2025-06-06,Naik Transjakarta,Transportation,expense,220113
2025-08-18,Komisi tambahan,Salary,income,15931519
2025-09-15,Bayar kursus Python online,Education,expense,3333220
2025-03-25,Bayar tagihan listrik,Bills & Utilities,expense,1831452
2025-05-29,Bayar kursus Python online,Education,expense,3954662
2025-05-25,Langganan Disney+,Entertainment,expense,367546
2025-03-29,Beli kopi di Janji Jiwa,Food & Dining,expense,215486
2025-05-10,Zakat bulanan,Gift & Donation,expense,151886
2025-09-10,Nonton konser K-pop,Entertainment,expense,525054
2025-06-01,Parkir di kantor,Transportation,expense,190141
2025-07-24,Bonus proyek akhir tahun,Salary,income,10832028
2025-01-25,Langganan Skillshare,Education,expense,402714
2025-09-26,Belanja baju di Zara,Shopping,expense,4806790
2025-05-16,Beli buku pelajaran,Education,expense,1026143
2025-04-20,Cek kesehatan rutin,Health & Medical,expense,603993
2025-03-05,Isi bensin Pertalite,Transportation,expense,244426
2025-09-06,Beli sepatu di Shopee,Shopping,expense,2237118
2025-06-08,Gaji bulanan dari perusahaan,Salary,income,14749961
2025-02-07,Donasi ke gereja,Gift & Donation,expense,424470
2024-12-28,Pendapatan toko online,Business,income,1331432
2025-01-13,Langganan Skillshare,Education,expense,1024143
2025-06-25,Langganan Netflix Premium,Entertainment,expense,29097
2025-08-19,Pembayaran dari klien,Business,income,5215824
2024-12-08,Pendapatan tambahan kecil,Other Income,income,37634
2025-04-01,Parkir di kantor,Transportation,expense,226778
2025-10-20,Pembayaran dari klien,Business,income,4146640
2025-08-20,Beli obat flu di apotek,Health & Medical,expense,251534
2025-08-12,Beli vitamin C di Guardian,Health & Medical,expense,1578585
2025-07-05,Beli kopi di Janji Jiwa,Food & Dining,expense,47122
2024-12-03,Pembayaran dari klien,Business,income,6553033
2025-09-29,Biaya admin bank,Other Expense,expense,138014
2024-11-05,Bayar tol Cikampek,Transportation,expense,150376
2025-05-08,Parkir di kantor,Transportation,expense,16628
2025-03-24,Gaji bulanan dari perusahaan,Salary,income,6600545
2024-12-14,Pesan makanan lewat GrabFood,Food & Dining,expense,274913
2025-04-17,Beli tiket bioskop XXI,Entertainment,expense,217076
2024-10-27,Beli mainan anak di Gramedia,Shopping,expense,2530241
2025-01-20,Pembayaran dari klien,Business,income,8604814
2025-07-08,Zakat bulanan,Gift & Donation,expense,704259
2025-08-08,Sarapan di Warung Nasi Uduk,Food & Dining,expense,202790
2025-01-30,Pembayaran dari klien,Business,income,6293098
2025-10-22,Top up pulsa XL,Bills & Utilities,expense,1659298
2024-10-23,Langganan Netflix Premium,Entertainment,expense,560410
2025-04-11,Bayar kursus Python online,Education,expense,1596837
2025-05-01,Penarikan tunai ATM,Other Expense,expense,356587
2025-03-24,Penjualan produk handmade,Business,income,594666
2024-11-18,Beli laptop di Tokopedia,Shopping,expense,1682424
2025-02-19,Donasi ke gereja,Gift & Donation,expense,598344
2025-07-30,Pendapatan tambahan kecil,Other Income,income,62790
2025-05-13,Bunga deposito bank,Other Income,income,462760
2025-07-07,Tunjangan makan bulanan,Salary,income,18523716
2025-07-02,Les privat matematika,Education,expense,2271418
2025-07-28,Top up pulsa XL,Bills & Utilities,expense,812335
2025-08-21,Refund tiket pesawat,Other Income,income,121996
2025-08-30,Langganan Disney+,Entertainment,expense,794393
2025-06-29,Bayar tagihan listrik,Bills & Utilities,expense,671072
2024-10-26,Top up pulsa XL,Bills & Utilities,expense,1698313
2025-02-17,Beli skincare di Watsons,Shopping,expense,3536180
2025-10-06,Pembayaran dari klien,Business,income,8649966
2025-04-27,Penjualan produk handmade,Business,income,7294065
2025-10-21,Langganan internet Biznet,Bills & Utilities,expense,848836
2025-01-04,Beli laptop di Tokopedia,Shopping,expense,4547259
2025-06-18,Bayar iuran RT,Bills & Utilities,expense,1405412
2025-06-09,Pembayaran dari klien,Business,income,2464675
2025-06-06,Beli mainan anak di Gramedia,Shopping,expense,2540357
2024-11-22,Naik taksi Blue Bird,Transportation,expense,117580
2025-09-18,Zakat bulanan,Gift & Donation,expense,842284
2025-10-19,Penarikan tunai ATM,Other Expense,expense,239383
2025-09-08,Pemasukan dari usaha laundry,Business,income,8659525
2025-01-19,Naik taksi Blue Bird,Transportation,expense,81091
2025-08-01,Naik taksi Blue Bird,Transportation,expense,208151
2025-02-28,Beli sepatu di Shopee,Shopping,expense,2967560
2025-09-20,Langganan Netflix Premium,Entertainment,expense,241527
2025-05-20,Denda keterlambatan kartu kredit,Other Expense,expense,139076
2025-04-03,Donasi ke gereja,Gift & Donation,expense,474546
2025-01-25,Beli bunga untuk ibu,Gift & Donation,expense,651722
2025-05-20,Isi bensin Pertalite,Transportation,expense,215405
2025-03-17,Langganan internet Biznet,Bills & Utilities,expense,379942
2025-04-09,Pesan makanan lewat GrabFood,Food & Dining,expense,138008
2025-04-01,Makan malam di Solaria,Food & Dining,expense,124014
2025-01-20,Makan malam di Solaria,Food & Dining,expense,296220
2025-04-29,Komisi tambahan,Salary,income,7954970
2025-01-23,Bayar tol Cikampek,Transportation,expense,155775
2025-05-07,Belanja baju di Zara,Shopping,expense,3427199
2025-10-06,Naik Transjakarta,Transportation,expense,32923
2025-01-05,Gaji bulanan dari perusahaan,Salary,income,12830452
2025-07-18,Penjualan produk handmade,Business,income,5242404
2025-07-21,Penarikan tunai ATM,Other Expense,expense,423421
2025-06-01,Zakat bulanan,Gift & Donation,expense,392058
2024-12-13,Bayar air PAM,Bills & Utilities,expense,406151
2025-08-08,Komisi tambahan,Salary,income,18525476
2025-07-10,Naik Transjakarta,Transportation,expense,168448
2025-03-23,Langganan Disney+,Entertainment,expense,919417
2025-03-20,Bonus proyek akhir tahun,Salary,income,8910275
2025-06-18,Komisi reseller,Business,income,5847815
2025-02-26,Makan malam di Solaria,Food & Dining,expense,79275
2025-09-08,Bayar tagihan listrik,Bills & Utilities,expense,1510127
2025-05-08,Denda keterlambatan kartu kredit,Other Expense,expense,422752
2025-06-14,Naik Transjakarta,Transportation,expense,116630
2025-03-03,Penarikan tunai ATM,Other Expense,expense,490363
2025-08-04,Cashback ShopeePay,Other Income,income,118746
2025-01-02,Gaji bulanan dari perusahaan,Salary,income,7634249
2025-08-22,Naik taksi Blue Bird,Transportation,expense,65317
2025-09-12,Beli sepatu di Shopee,Shopping,expense,2589562
2025-04-07,Penarikan tunai ATM,Other Expense,expense,37220
2025-03-07,Komisi tambahan,Salary,income,10504760
2025-09-21,Bonus proyek akhir tahun,Salary,income,13347021
2025-08-10,Bunga deposito bank,Other Income,income,104146
2025-06-01,Tes darah di klinik,Health & Medical,expense,1644117
2025-09-09,Bayar tol Cikampek,Transportation,expense,150218
2025-02-20,Naik Transjakarta,Transportation,expense,138899
2025-07-28,Tes darah di klinik,Health & Medical,expense,1996880
2025-02-22,Tes darah di klinik,Health & Medical,expense,1349089
2025-07-01,Bayar tagihan listrik,Bills & Utilities,expense,1550927
2025-08-05,Langganan Netflix Premium,Entertainment,expense,280736
2024-11-02,Sarapan di Warung Nasi Uduk,Food & Dining,expense,74370
2025-05-20,Bonus proyek akhir tahun,Salary,income,19593544
2025-09-20,Zakat bulanan,Gift & Donation,expense,81317
2024-12-14,Isi bensin Pertalite,Transportation,expense,26642
2025-09-01,Komisi tambahan,Salary,income,14055903
2025-06-28,Konsultasi dokter gigi,Health & Medical,expense,1673984
2025-05-09,Konsultasi dokter gigi,Health & Medical,expense,1199692
2025-05-23,Tes darah di klinik,Health & Medical,expense,978462
2024-11-22,Cek kesehatan rutin,Health & Medical,expense,159630
2025-10-08,Penjualan produk handmade,Business,income,7321252
2025-10-18,Sumbangan ke yayasan yatim,Gift & Donation,expense,501517
2025-07-27,Pendapatan tambahan kecil,Other Income,income,324852
2025-10-22,Beli laptop di Tokopedia,Shopping,expense,130422
2024-11-27,Pemasukan dari usaha laundry,Business,income,4242893
2025-07-21,Potongan layanan e-wallet,Other Expense,expense,59746
2025-04-08,Beli bunga untuk ibu,Gift & Donation,expense,983906
2025-06-22,Les privat matematika,Education,expense,1077774
2024-10-27,Bunga deposito bank,Other Income,income,86074
2024-11-29,Parkir di kantor,Transportation,expense,220867
2025-05-03,Beli bunga untuk ibu,Gift & Donation,expense,674630
2025-03-17,Bayar SPP anak,Education,expense,3098939
2025-02-02,Pemasukan dari usaha laundry,Business,income,8057323
2025-05-14,Cashback ShopeePay,Other Income,income,165801
2025-10-09,Belanja baju di Zara,Shopping,expense,1230194
2024-11-01,Bunga deposito bank,Other Income,income,225083
2024-12-01,Ngopi bareng teman di KFC,Food & Dining,expense,172793
2025-10-16,Top up pulsa XL,Bills & Utilities,expense,1753960
2025-09-21,Naik Transjakarta,Transportation,expense,199792
2025-10-15,Isi bensin Pertalite,Transportation,expense,148980
